date,registrations
2023-10-23,5156237397.0
2023-10-24,5159134836.0
2023-10-25,5161949875.0
2023-10-26,5164632882.0
2023-10-27,5167367857.0
2023-10-28,5170689168.0
2023-10-29,5174951055.0
2023-10-30,5179341518.0
2023-10-31,5182448589.0
2023-11-01,5185387164.0
2023-11-02,5188598235.0
2023-11-03,5191949658.0
2023-11-04,5195418201.0
2023-11-05,5199782424.0
2023-11-06,5203902983.0
2023-11-07,5206441990.0
2023-11-08,5208899157.0
2023-11-09,5211330004.0
2023-11-10,5213806507.0
2023-11-11,5216857258.0
2023-11-12,5221081705.0
2023-11-13,5225110176.0
2023-11-14,5227744503.0
2023-11-15,5230425334.0
2023-11-16,5233197797.0
2023-11-17,5235923732.0
2023-11-18,5239125331.0
2023-11-19,5243981650.0
2023-11-20,5248345841.0
2023-11-21,5251377120.0
2023-11-22,5254104031.0
2023-11-23,5256944078.0
2023-11-24,5259897165.0
2023-11-25,5263364076.0
2023-11-26,5267795867.0
2023-11-27,5272138586.0
2023-11-28,5274957017.0
2023-11-29,5277605144.0
2023-11-30,5280273687.0
2023-12-01,5282994454.0
2023-12-02,5286201301.0
2023-12-03,5290662836.0
2023-12-04,5294961011.0
2023-12-05,5297708530.0
2023-12-06,5300384177.0
2023-12-07,5303135600.0
2023-12-08,5305917743.0
2023-12-09,5309566154.0
2023-12-10,5313979081.0
2023-12-11,5318141928.0
2023-12-12,5321047367.0
2023-12-13,5323994102.0
2023-12-14,5326937957.0
2023-12-15,5330032068.0
2023-12-16,5333532227.0
2023-12-17,5337927618.0
2023-12-18,5342127969.0
2023-12-19,5345476768.0
2023-12-20,5348824607.0
2023-12-21,5352232062.0
2023-12-22,5355846733.0
2023-12-23,5359733772.0
2023-12-24,5364167115.0
2023-12-25,5368720746.0
2023-12-26,5374397481.0
2023-12-27,5379039112.0
2023-12-28,5383271431.0
2023-12-29,5387457734.0
2023-12-30,5391708605.0
2023-12-31,5396232892.0
2024-01-01,5401004699.0
2024-01-02,5405846170.0
2024-01-03,5409859865.0
2024-01-04,5413668056.0
2024-01-05,5417385303.0
2024-01-06,5421286998.0
2024-01-07,5425850565.0
2024-01-08,5430330884.0
2024-01-09,5433582851.0
2024-01-10,5436689506.0
2024-01-11,5439711105.0
2024-01-12,5442778464.0
2024-01-13,5446208527.0
2024-01-14,5450751182.0
2024-01-15,5455164829.0
2024-01-16,5458310556.0
2024-01-17,5461769243.0
2024-01-18,5465015322.0
2024-01-19,5468268977.0
2024-01-20,5471991184.0
2024-01-21,5476807823.0
2024-01-22,5481446542.0
2024-01-23,5484726845.0
2024-01-24,5488040828.0
2024-01-25,5491459611.0
2024-01-26,5494884730.0
2024-01-27,5498719513.0
2024-01-28,5503369976.0
2024-01-29,5507928647.0
2024-01-30,5511174470.0
2024-01-31,5514291317.0
2024-02-01,5517431924.0
2024-02-02,5520563091.0
2024-02-03,5524109714.0
2024-02-04,5528666705.0
2024-02-05,5533065760.0
2024-02-06,5536250527.0
2024-02-07,5539477846.0
2024-02-08,5542672657.0
2024-02-09,5546028776.0
2024-02-10,5549846727.0
2024-02-11,5554509046.0
2024-02-12,5559009525.0
2024-02-13,5562397108.0
2024-02-14,5565703987.0
2024-02-15,5568977186.0
2024-02-16,5572125089.0
2024-02-17,5575769200.0
2024-02-18,5580370415.0
2024-02-19,5584800462.0
2024-02-20,5587985805.0
2024-02-21,5590890796.0
2024-02-22,5593823099.0
2024-02-23,5596878714.0
2024-02-24,5600510329.0
2024-02-25,5605674360.0
2024-02-26,5610051079.0
2024-02-27,5612908774.0
2024-02-28,5615662309.0
2024-02-29,5618481540.0
2024-03-01,5621327923.0
2024-03-02,5624684338.0
2024-03-03,5629289329.0
2024-03-04,5633670624.0
2024-03-05,5636445487.0
2024-03-06,
2024-03-07,5641867534.0
2024-03-08,5644708461.0
2024-03-09,5648411596.0
2024-03-10,5653061755.0
2024-03-11,5657352762.0
2024-03-12,5660290057.0
2024-03-13,5663179144.0
2024-03-14,5666001471.0
2024-03-15,5668951198.0
2024-03-16,5672442525.0
2024-03-17,5677131420.0
2024-03-18,5681549211.0
2024-03-19,5684525770.0
2024-03-20,5687475273.0
2024-03-21,5690433928.0
2024-03-22,5693424095.0
2024-03-23,5696975710.0
2024-03-24,5701658013.0
2024-03-25,5706258292.0
2024-03-26,5709685331.0
2024-03-27,5713046674.0
2024-03-28,5716567697.0
2024-03-29,5720458448.0
2024-03-30,5724941711.0
2024-03-31,5729459182.0
2024-04-01,5733851789.0
2024-04-02,5737407596.0
2024-04-03,5740614635.0
2024-04-04,5743757802.0
2024-04-05,5746952041.0
2024-04-06,5750442152.0
2024-04-07,5754855719.0
2024-04-08,5759296294.0
2024-04-09,5762735717.0
2024-04-10,5766014564.0
2024-04-11,5769429315.0
2024-04-12,5772734906.0
2024-04-13,5776233257.0
2024-04-14,5780636648.0
2024-04-15,5784963639.0
2024-04-16,5787974358.0
2024-04-17,5791017301.0
2024-04-18,5794068052.0
2024-04-19,5797296195.0
2024-04-20,5800959450.0
2024-04-21,5805854745.0
2024-04-22,5810586392.0
2024-04-23,5813728887.0
2024-04-24,5816884134.0
2024-04-25,5819912773.0
2024-04-26,5823032260.0
2024-04-27,5826656899.0
2024-04-28,5831381618.0
2024-04-29,5836098097.0
2024-04-30,5839473936.0
2024-05-01,5843064687.0
2024-05-02,5847278046.0
2024-05-03,5850523101.0
2024-05-04,5854108284.0
2024-05-05,5858699611.0
2024-05-06,5863333546.0
2024-05-07,5866485417.0
2024-05-08,5869265458.0
2024-05-09,5869265458.0
2024-05-10,6006699121.0
2024-05-11,6010483056.0
2024-05-12,6015196111.0
2024-05-13,6019904462.0
2024-05-14,6023151949.0
2024-05-15,6026390220.0
2024-05-16,6029588235.0
2024-05-17,6032471818.0
2024-05-18,6036379401.0
2024-05-19,6041301192.0
2024-05-20,6046071111.0
2024-05-21,6049465622.0
2024-05-22,6052760389.0
2024-05-23,6056206692.0
2024-05-24,6059861731.0
2024-05-25,6064014042.0
2024-05-26,6069090601.0
2024-05-27,6074103928.0
2024-05-28,6078047047.0
2024-05-29,6081812246.0
2024-05-30,6085619797.0
2024-05-31,6089477268.0
2024-06-01,6093809299.0
2024-06-02,6098764618.0
2024-06-03,6103620233.0
2024-06-04,6107420360.0
2024-06-05,6111143479.0
2024-06-06,6114922326.0
2024-06-07,6118785429.0
2024-06-08,6123255408.0
2024-06-09,6128367215.0
2024-06-10,6133536942.0
2024-06-11,6137752173.0
2024-06-12,6141897572.0
2024-06-13,6146004163.0
2024-06-14,6150087714.0
2024-06-15,6154362689.0
2024-06-16,6159542560.0
2024-06-17,6164954079.0
2024-06-18,6169652110.0
2024-06-19,6174172301.0
2024-06-20,6178444428.0
2024-06-21,6182730379.0
2024-06-22,6187432762.0
2024-06-23,6192553321.0
2024-06-24,6197663336.0
2024-06-25,6202046055.0
2024-06-26,6206315526.0
2024-06-27,6210585701.0
2024-06-28,6214748260.0
2024-06-29,6219162723.0
2024-06-30,6224143826.0
2024-07-01,6229180625.0
2024-07-02,7001479554.0
2024-07-03,7006229865.0
2024-07-04,7010920263.0
2024-07-05,7015351203.0
2024-07-06,7019941258.0
2024-07-07,7025079176.0
2024-07-08,7030306095.0
2024-07-09,7034961177.0
2024-07-10,7039617127.0
2024-07-11,7044158726.0
2024-07-12,7048740051.0
2024-07-13,7053520052.0
2024-07-14,7058640049.0
2024-07-15,7063765013.0
2024-07-16,7068440049.0
2024-07-17,7073000374.0
2024-07-18,7077650036.0
2024-07-19,7082367026.0
2024-07-20,7087032363.0
2024-07-21,7092109349.0
2024-07-22,7097382922.0
2024-07-23,7102004239.0
2024-07-24,7106738209.0
2024-07-25,7111343160.0
2024-07-26,7116065314.0
2024-07-27,7120988721.0
2024-07-28,7126285350.0
2024-07-29,7131655749.0
2024-07-30,7136196731.0
2024-07-31,7140618334.0
2024-08-01,7145055293.0
2024-08-02,7149577265.0
2024-08-03,7154514428.0
2024-08-04,7159997950.0
2024-08-05,7165541391.0
2024-08-06,7170152582.0
2024-08-07,7174740041.0
2024-08-08,7179155034.0
2024-08-09,7183486557.0
2024-08-10,7188124727.0
2024-08-11,7193400287.0
2024-08-12,7198791138.0
2024-08-13,7203062718.0
2024-08-14,7207299933.0
2024-08-15,7211480900.0
2024-08-16,7215779822.0
2024-08-17,7220143121.0
2024-08-18,7225301521.0
2024-08-19,7230472124.0
2024-08-20,7234695713.0
2024-08-21,7238490372.0
2024-08-22,7242875139.0
2024-08-23,7247084287.0
2024-08-24,7251592509.0
2024-08-25,7256888073.0
2024-08-26,7262267140.0
2024-08-27,7266458871.0
2024-08-28,7270386404.0
2024-08-29,7274220422.0
2024-08-30,7278040998.0
2024-08-31,7282205116.0
2024-09-01,7286048359.0
2024-09-02,7292966342.0
2024-09-03,7297030229.0
2024-09-04,7300611244.0
2024-09-05,7304157371.0
2024-09-06,7307676442.0
2024-09-07,7311669033.0
2024-09-08,7316868328.0
2024-09-09,7321984317.0
2024-09-10,7325830540.0
2024-09-11,7329259635.0
2024-09-12,7332686809.0
2024-09-13,7336080368.0
2024-09-14,7339983839.0
2024-09-15,7345348326.0
2024-09-16,7350688897.0
2024-09-17,7354558644.0
2024-09-18,7358002345.0
2024-09-19,7361318024.0
2024-09-20,7364712639.0
2024-09-21,7368543786.0
2024-09-22,7373767525.0
2024-09-23,7378777974.0
2024-09-24,7381945717.0
2024-09-25,7385048990.0
2024-09-26,7388105065.0
2024-09-27,7391355316.0
2024-09-28,7395366719.0
2024-09-29,7400611670.0
2024-09-30,7405688051.0
2024-10-01,7408939834.0
2024-10-02,7412146385.0
2024-10-03,7415345872.0
2024-10-04,7418659003.0
2024-10-05,7422559770.0
2024-10-06,7427583909.0
2024-10-07,7432490268.0
2024-10-08,7435649271.0
2024-10-09,
2024-10-10,7443726564.0
2024-10-11,7447110407.0
2024-10-12,7451047086.0
2024-10-13,7456033449.0
2024-10-14,7460835144.0
2024-10-15,7464055506.0
2024-10-16,7467129276.0
2024-10-17,7470252347.0
2024-10-18,7473419090.0
2024-10-19,7477149881.0
2024-10-20,7482141142.0
2024-10-21,7486963029.0
2024-10-22,7490057539.0
2024-10-23,7493099218.0
2024-10-24,7496233213.0
2024-10-25,7499623960.0
2024-10-26,7503746167.0
2024-10-27,7508863454.0
2024-10-28,7513938845.0
2024-10-29,7517453724.0
2024-10-30,7521064391.0
2024-10-31,7524435478.0
2024-11-01,7528078213.0
2024-11-02,7532274776.0
2024-11-03,7537219671.0
2024-11-04,7541956206.0
2024-11-05,7545158808.0
2024-11-06,7548291756.0
2024-11-07,7551272122.0
2024-11-08,7554350261.0
2024-11-09,7557971153.0
2024-11-10,7562987231.0
2024-11-11,7567952104.0
2024-11-12,7571396289.0
2024-11-13,7574308124.0
2024-11-14,7577222502.0
2024-11-15,7580286328.0
2024-11-16,7584002485.0
2024-11-17,7588839948.0
2024-11-18,7593546273.0
2024-11-19,7596907032.0
2024-11-20,7600344114.0
2024-11-21,7603839012.0
2024-11-22,7607148619.0
2024-11-23,7610963528.0
2024-11-24,7616058995.0
2024-11-25,7620992711.0
2024-11-26,7624443534.0
2024-11-27,7627899520.0
2024-11-28,7631507597.0
2024-11-29,7635193426.0
2024-11-30,7639437969.0
2024-12-01,7644563044.0
2024-12-02,7649622075.0
2024-12-03,7653034007.0
2024-12-04,7656414714.0
2024-12-05,7659859973.0
2024-12-06,7663456102.0
2024-12-07,7667696067.0
2024-12-08,7673117661.0
2024-12-09,7678119397.0
2024-12-10,7681654243.0
2024-12-11,7685230082.0
2024-12-12,7688838648.0
2024-12-13,7692483597.0
2024-12-14,7696688522.0
2024-12-15,7702132132.0
2024-12-16,7707694488.0
2024-12-17,7711680450.0
2024-12-18,7715729369.0
2024-12-19,7719861224.0
2024-12-20,7724039680.0
2024-12-21,7728756254.0
2024-12-22,7734362147.0
2024-12-23,7740049926.0
2024-12-24,7745059879.0
2024-12-25,7750152716.0
2024-12-26,7757720057.0
2024-12-27,7764402728.0
2024-12-28,7770104895.0
2024-12-29,7775921247.0
2024-12-30,7781683765.0
2024-12-31,7787169787.0
2025-01-01,7792825840.0
2025-01-02,7799131613.0
2025-01-03,7804673042.0
2025-01-04,7810292219.0
2025-01-05,7816260550.0
2025-01-06,7822190522.0
2025-01-07,7827330057.0
2025-01-08,7832306614.0
2025-01-09,7837090194.0
2025-01-10,7841630116.0
2025-01-11,7846528950.0
2025-01-12,7852438943.0
2025-01-13,7858190294.0
2025-01-14,7862417394.0
2025-01-15,7866626033.0
2025-01-16,7870775253.0
2025-01-17,7875280884.0
2025-01-18,
2025-01-19,7886324753.0
2025-01-20,7892355076.0
2025-01-21,7896995355.0
2025-01-22,7901385204.0
2025-01-23,7905928130.0
2025-01-24,7911525331.0
2025-01-25,7916868577.0
2025-01-26,7923135470.0
2025-01-27,7929227811.0
2025-01-28,7933942326.0
2025-01-29,7938646234.0
2025-01-30,7943347916.0
2025-01-31,7947758314.0
2025-02-01,7952771781.0
2025-02-02,7958760620.0
2025-02-03,7964743875.0
2025-02-04,7969154253.0
2025-02-05,7973361342.0
2025-02-06,7977374348.0
2025-02-07,7981620410.0
2025-02-08,7986285817.0
2025-02-09,7992381714.0
2025-02-10,7998341453.0
2025-02-11,8002666726.0
2025-02-12,8006828797.0
2025-02-13,8010858718.0
2025-02-14,8014836426.0
2025-02-15,8019393295.0
2025-02-16,8025274618.0
2025-02-17,8030960392.0
2025-02-18,8035119839.0
2025-02-19,8039019235.0
2025-02-20,8043034362.0
2025-02-21,8047099166.0
2025-02-22,8051752736.0
2025-02-23,8057716511.0
2025-02-24,8062959205.0
2025-02-25,8067314764.0
2025-02-26,8070945900.0
2025-02-27,8074745954.0
2025-02-28,8078826602.0
2025-03-01,8083439713.0
2025-03-02,8089404534.0
2025-03-03,8095324264.0
2025-03-04,8099794524.0
2025-03-05,8104315493.0
2025-03-06,8108571225.0
2025-03-07,8112682046.0
2025-03-08,8117319267.0
2025-03-09,8123653166.0
2025-03-10,8129551405.0
2025-03-11,8133424661.0
2025-03-12,8137627151.0
2025-03-13,8141759998.0
2025-03-14,8146091037.0
2025-03-15,8151288873.0
2025-03-16,8157895728.0
2025-03-17,8164207705.0
2025-03-18,8168473180.0
2025-03-19,8172536938.0
2025-03-20,8176693347.0
2025-03-21,8180892784.0
2025-03-22,8185806968.0
2025-03-23,8192504486.0
2025-03-24,8199189156.0
2025-03-25,8204196427.0
2025-03-26,8208766048.0
2025-03-27,8213163564.0
2025-03-28,8217672727.0
2025-03-29,8222671402.0
2025-03-30,8228980783.0
2025-03-31,8235314189.0
2025-04-01,8240126988.0
2025-04-02,8245026830.0
2025-04-03,8249681910.0
2025-04-04,8254384117.0
2025-04-05,8259311561.0
2025-04-06,8265518005.0
2025-04-07,8271807937.0
2025-04-08,8276479312.0
2025-04-09,8280622390.0
2025-04-10,8284909346.0
2025-04-11,8288972535.0
2025-04-12,8294247144.0
2025-04-13,8300435123.0
2025-04-14,8306618590.0
2025-04-15,8311168214.0
2025-04-16,8315943583.0
2025-04-17,8320883178.0
2025-04-18,8325928636.0
2025-04-19,8332315822.0
2025-04-20,8338654343.0
2025-04-21,8344920768.0
2025-04-22,8349770192.0
2025-04-23,8354578138.0
2025-04-24,8358706790.0
2025-04-25,8363228760.0
2025-04-26,8368023639.0
2025-04-27,8374007910.0
2025-04-28,8379742836.0
2025-04-29,8383844532.0
2025-04-30,8387907638.0
2025-05-01,8392369233.0
2025-05-02,8397956685.0
2025-05-03,8403297876.0
2025-05-04,8409064903.0
2025-05-05,8415708150.0
2025-05-06,8420166662.0
2025-05-07,8424387041.0
2025-05-08,8428810741.0
2025-05-09,8433297901.0
2025-05-10,8438246402.0
2025-05-11,8448228385.0
2025-05-12,8456552496.0
2025-05-13,8461927985.0
2025-05-14,8466789922.0
2025-05-15,8471508200.0
2025-05-16,8476554437.0
2025-05-17,8482203291.0
2025-05-18,8489175654.0
2025-05-19,8496236582.0
2025-05-20,8501539269.0
2025-05-21,8506765219.0
2025-05-22,8512616486.0
2025-05-23,8518262829.0
2025-05-24,8525116473.0
2025-05-25,8533342272.0
2025-05-26,8541042762.0
2025-05-27,8547188855.0
2025-05-28,8553152632.0
2025-05-29,8559371866.0
2025-05-30,8566035959.0
2025-05-31,8573466124.0
2025-06-01,8581455859.0
2025-06-02,8589094400.0
2025-06-03,8595465733.0
2025-06-04,8601719839.0
2025-06-05,8608168404.0
2025-06-06,8614853051.0
2025-06-07,8622268346.0
2025-06-08,8630516184.0
2025-06-09,8638688183.0
2025-06-10,8645749151.0
2025-06-11,8652432825.0
2025-06-12,8659145614.0
2025-06-13,8665837085.0
2025-06-14,8673112076.0
2025-06-15,8681285609.0
2025-06-16,8689450484.0
2025-06-17,8696373316.0
2025-06-18,8703512455.0
2025-06-19,8710512534.0
2025-06-20,8717526964.0
2025-06-21,8725136835.0
2025-06-22,8733720590.0
2025-06-23,8742155788.0
2025-06-24,8749596207.0
2025-06-25,8756782614.0
2025-06-26,8763532662.0
2025-06-27,8771412981.0
2025-06-28,8779716076.0
2025-06-29,8788349928.0
2025-06-30,8797235733.0
2025-07-01,8804838350.0
2025-07-02,8812567441.0
2025-07-03,8820222369.0
2025-07-04,8827852672.0
2025-07-05,8836388171.0
2025-07-06,8845714282.0
2025-07-07,8855187346.0
2025-07-08,8863487862.0
2025-07-09,8871814075.0
2025-07-10,8879931885.0
2025-07-11,8888106432.0
2025-07-12,8896714252.0
2025-07-13,8906018281.0
2025-07-14,8915435354.0
2025-07-15,8923455267.0
2025-07-16,8930794624.0
2025-07-17,8939614296.0
